title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	extract_protocol_ch1.2	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	supplementary_file_2	experiment	study	sample	experiment.1	run	ftp
healthy cortex cell 132	GSM1658002	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	neurons	age: postnatal 22 years	c1 chip id: nochipID15	experiment_sample_name: AB_S3	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486213	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995992	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658002/suppl/GSM1658002_nochipID15.C20.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995992	SRX995992	SRP057196	SRS910510	SRX995992	SRR1974674	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995992/SRR1974674/SRR1974674.sra
healthy cortex cell 133	GSM1658003	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	fetal_quiescent	age: postnatal 22 years	c1 chip id: nochipID15	experiment_sample_name: AB_S3	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486214	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995993	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658003/suppl/GSM1658003_nochipID15.C54.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995993	SRX995993	SRP057196	SRS910509	SRX995993	SRR1974675	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995993/SRR1974675/SRR1974675.sra
healthy cortex cell 134	GSM1658004	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	endothelial	age: postnatal 22 years	c1 chip id: nochipID15	experiment_sample_name: AB_S3	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486215	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995994	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658004/suppl/GSM1658004_nochipID15.C69.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995994	SRX995994	SRP057196	SRS910508	SRX995994	SRR1974676	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995994/SRR1974676/SRR1974676.sra
healthy cortex cell 135	GSM1658005	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	neurons	age: postnatal 22 years	c1 chip id: nochipID15	experiment_sample_name: AB_S3	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486216	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995995	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658005/suppl/GSM1658005_nochipID15.C86.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995995	SRX995995	SRP057196	SRS910507	SRX995995	SRR1974677	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995995/SRR1974677/SRR1974677.sra
healthy cortex cell 314	GSM1658184	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486035	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996174	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658184/suppl/GSM1658184_nochipID9.C01.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996174	SRX996174	SRP057196	SRS910327	SRX996174	SRR1974856	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996174/SRR1974856/SRR1974856.sra
healthy cortex cell 315	GSM1658185	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486036	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996175	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658185/suppl/GSM1658185_nochipID9.C02.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996175	SRX996175	SRP057196	SRS910328	SRX996175	SRR1974857	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996175/SRR1974857/SRR1974857.sra
healthy cortex cell 316	GSM1658186	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486037	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996176	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658186/suppl/GSM1658186_nochipID9.C04.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996176	SRX996176	SRP057196	SRS910326	SRX996176	SRR1974858	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996176/SRR1974858/SRR1974858.sra
healthy cortex cell 317	GSM1658187	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	astrocytes	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486038	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996177	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658187/suppl/GSM1658187_nochipID9.C09.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996177	SRX996177	SRP057196	SRS910325	SRX996177	SRR1974859	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996177/SRR1974859/SRR1974859.sra
healthy cortex cell 318	GSM1658188	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	microglia	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486039	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996178	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658188/suppl/GSM1658188_nochipID9.C14.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996178	SRX996178	SRP057196	SRS910323	SRX996178	SRR1974860	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996178/SRR1974860/SRR1974860.sra
healthy cortex cell 319	GSM1658189	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: cortex	microglia	age: postnatal 47 years	c1 chip id: nochipID9	experiment_sample_name: AB_S1	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL15520	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina MiSeq	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486040	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996179	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658189/suppl/GSM1658189_nochipID9.C18.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996179	SRX996179	SRP057196	SRS910324	SRX996179	SRR1974861	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX996/SRX996179/SRR1974861/SRR1974861.sra
